"Título de trazado: 2271278"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 2271278, SEN S/N: 2271278)","Intensidad, lux (LGR S/N: 2271278, SEN S/N: 2271278)","Batería mala (LGR S/N: 2271278)","Acoplador adjunto (LGR S/N: 2271278)","Host conectado (LGR S/N: 2271278)","Parado (LGR S/N: 2271278)","Final de archivo (LGR S/N: 2271278)"
2455,05/15/15 02:00:00 AM,27.665,0.0,,,,,
2456,05/15/15 04:00:00 AM,26.977,0.0,,,,,
2457,05/15/15 06:00:00 AM,26.390,0.0,,,,,
2458,05/15/15 08:00:00 AM,25.805,1130.2,,,,,
2459,05/15/15 10:00:00 AM,27.665,6544.5,,,,,
2460,05/15/15 12:00:00 PM,30.457,721.2,,,,,
2461,05/15/15 02:00:00 PM,31.676,3788.9,,,,,
2462,05/15/15 04:00:00 PM,32.807,17911.2,,,,,
2463,05/15/15 06:00:00 PM,31.983,990.3,,,,,
2464,05/15/15 08:00:00 PM,31.064,0.0,,,,,
2465,05/15/15 10:00:00 PM,30.558,0.0,,,,,
2466,05/16/15 12:00:00 AM,29.252,0.0,,,,,
2467,05/16/15 02:00:00 AM,28.060,0.0,,,,,
2468,05/16/15 04:00:00 AM,27.272,0.0,,,,,
2469,05/16/15 06:00:00 AM,26.683,0.0,,,,,
2470,05/16/15 08:00:00 AM,26.195,1227.1,,,,,
2471,05/16/15 10:00:00 AM,28.357,12400.1,,,,,
2472,05/16/15 12:00:00 PM,30.760,20666.8,,,,,
2473,05/16/15 02:00:00 PM,31.880,9300.1,,,,,
2474,05/16/15 04:00:00 PM,33.118,172.2,,,,,
2475,05/16/15 06:00:00 PM,32.911,10.8,,,,,
2476,05/16/15 08:00:00 PM,31.676,0.0,,,,,
2477,05/16/15 10:00:00 PM,30.054,0.0,,,,,
2478,05/17/15 12:00:00 AM,29.053,0.0,,,,,
2479,05/17/15 02:00:00 AM,28.258,0.0,,,,,
2480,05/17/15 04:00:00 AM,27.567,0.0,,,,,
2481,05/17/15 06:00:00 AM,26.488,0.0,,,,,
2482,05/17/15 08:00:00 AM,26.097,1722.2,,,,,
2483,05/17/15 10:00:00 AM,27.764,15155.7,,,,,
2484,05/17/15 12:00:00 PM,30.255,4650.0,,,,,
2485,05/17/15 02:00:00 PM,31.983,13089.0,,,,,
2486,05/17/15 04:00:00 PM,33.639,258.3,,,,,
2487,05/17/15 06:00:00 PM,33.118,0.0,,,,,
2488,05/17/15 08:00:00 PM,32.086,0.0,,,,,
2489,05/17/15 10:00:00 PM,31.064,0.0,,,,,
2490,05/18/15 12:00:00 AM,29.953,0.0,,,,,
2491,05/18/15 02:00:00 AM,28.853,0.0,,,,,
2492,05/18/15 04:00:00 AM,27.862,0.0,,,,,
2493,05/18/15 06:00:00 AM,27.075,0.0,,,,,
2494,05/18/15 08:00:00 AM,26.390,0.0,,,,,
2495,05/18/15 10:00:00 AM,27.468,21.5,,,,,
2496,05/18/15 12:00:00 PM,30.255,64.6,,,,,
2497,05/18/15 02:00:00 PM,32.086,86.1,,,,,
2498,05/18/15 04:00:00 PM,33.953,64.6,,,,,
2499,05/18/15 06:00:00 PM,33.535,0.0,,,,,
2500,05/18/15 08:00:00 PM,32.394,0.0,,,,,
2501,05/18/15 10:00:00 PM,30.659,0.0,,,,,
2502,05/19/15 12:00:00 AM,29.252,0.0,,,,,
2503,05/19/15 02:00:00 AM,28.555,0.0,,,,,
2504,05/19/15 04:00:00 AM,27.961,0.0,,,,,
2505,05/19/15 06:00:00 AM,27.272,0.0,,,,,
2506,05/19/15 08:00:00 AM,26.488,0.0,,,,,
2507,05/19/15 10:00:00 AM,27.468,172.2,,,,,
2508,05/19/15 12:00:00 PM,29.652,430.6,,,,,
2509,05/19/15 02:00:00 PM,31.676,279.9,,,,,
2510,05/19/15 04:00:00 PM,33.326,0.0,,,,,
2511,05/19/15 06:00:00 PM,32.911,0.0,,,,,
2512,05/19/15 08:00:00 PM,31.472,0.0,,,,,
2513,05/19/15 10:00:00 PM,30.255,0.0,,,,,
2514,05/20/15 12:00:00 AM,29.252,0.0,,,,,
2515,05/20/15 02:00:00 AM,28.357,0.0,,,,,
2516,05/20/15 04:00:00 AM,27.764,0.0,,,,,
2517,05/20/15 06:00:00 AM,27.370,0.0,,,,,
2518,05/20/15 08:00:00 AM,27.075,0.0,,,,,
2519,05/20/15 10:00:00 AM,28.060,129.2,,,,,
2520,05/20/15 12:00:00 PM,30.862,5166.7,,,,,
2521,05/20/15 02:00:00 PM,32.188,2411.1,,,,,
2522,05/20/15 04:00:00 PM,33.326,11711.2,,,,,
2523,05/20/15 06:00:00 PM,32.497,1636.1,,,,,
2524,05/20/15 08:00:00 PM,31.268,0.0,,,,,
2525,05/20/15 10:00:00 PM,30.054,0.0,,,,,
2526,05/21/15 12:00:00 AM,28.953,0.0,,,,,
2527,05/21/15 02:00:00 AM,28.258,0.0,,,,,
2528,05/21/15 04:00:00 AM,27.764,0.0,,,,,
2529,05/21/15 06:00:00 AM,27.272,0.0,,,,,
2530,05/21/15 08:00:00 AM,27.272,1550.0,,,,,
2531,05/21/15 10:00:00 AM,28.853,8266.7,,,,,
2532,05/21/15 12:00:00 PM,31.064,398.3,,,,,
2533,05/21/15 02:00:00 PM,32.807,150.7,,,,,
2534,05/21/15 04:00:00 PM,33.953,129.2,,,,,
2535,05/21/15 06:00:00 PM,33.535,0.0,,,,,
2536,05/21/15 08:00:00 PM,32.291,0.0,,,,,
2537,05/21/15 10:00:00 PM,30.862,0.0,,,,,
2538,05/22/15 12:00:00 AM,29.452,0.0,,,,,
2539,05/22/15 02:00:00 AM,28.555,0.0,,,,,
2540,05/22/15 04:00:00 AM,28.060,0.0,,,,,
2541,05/22/15 06:00:00 AM,27.567,0.0,,,,,
2542,05/22/15 08:00:00 AM,27.173,0.0,,,,,
2543,05/22/15 10:00:00 AM,28.060,75.3,,,,,
2544,05/22/15 12:00:00 PM,29.652,172.2,,,,,
2545,05/22/15 02:00:00 PM,30.862,86.1,,,,,
2546,05/22/15 04:00:00 PM,31.574,0.0,,,,,
2547,05/22/15 06:00:00 PM,31.676,0.0,,,,,
2548,05/22/15 08:00:00 PM,30.659,0.0,,,,,
2549,05/22/15 10:00:00 PM,29.452,0.0,,,,,
2550,05/23/15 12:00:00 AM,28.655,0.0,,,,,
2551,05/23/15 02:00:00 AM,28.060,0.0,,,,,
2552,05/23/15 04:00:00 AM,27.272,0.0,,,,,
2553,05/23/15 06:00:00 AM,26.683,0.0,,,,,
2554,05/23/15 08:00:00 AM,26.292,0.0,,,,,
2555,05/23/15 10:00:00 AM,27.468,96.9,,,,,
2556,05/23/15 12:00:00 PM,28.853,172.2,,,,,
2557,05/23/15 02:00:00 PM,30.054,21.5,,,,,
2558,05/23/15 04:00:00 PM,30.659,32.3,,,,,
2559,05/23/15 06:00:00 PM,30.862,10.8,,,,,
2560,05/23/15 08:00:00 PM,29.652,0.0,,,,,
2561,05/23/15 10:00:00 PM,28.060,0.0,,,,,
2562,05/24/15 12:00:00 AM,26.977,0.0,,,,,
2563,05/24/15 02:00:00 AM,26.390,0.0,,,,,
2564,05/24/15 04:00:00 AM,25.805,0.0,,,,,
2565,05/24/15 06:00:00 AM,25.416,0.0,,,,,
2566,05/24/15 08:00:00 AM,25.319,0.0,,,,,
2567,05/24/15 10:00:00 AM,26.879,64.6,,,,,
2568,05/24/15 12:00:00 PM,29.452,43.1,,,,,
2569,05/24/15 02:00:00 PM,31.268,21.5,,,,,
2570,05/24/15 04:00:00 PM,32.497,549.0,,,,,
2571,05/24/15 06:00:00 PM,31.983,731.9,,,,,
2572,05/24/15 08:00:00 PM,30.457,0.0,,,,,
2573,05/24/15 10:00:00 PM,29.252,0.0,,,,,
2574,05/25/15 12:00:00 AM,28.456,0.0,,,,,
2575,05/25/15 02:00:00 AM,27.862,0.0,,,,,
2576,05/25/15 04:00:00 AM,27.272,0.0,,,,,
2577,05/25/15 06:00:00 AM,26.781,0.0,,,,,
2578,05/25/15 08:00:00 AM,26.390,0.0,,,,,
2579,05/25/15 10:00:00 AM,27.665,107.6,,,,,
2580,05/25/15 12:00:00 PM,31.064,11022.3,,,,,
2581,05/25/15 02:00:00 PM,32.291,7233.4,,,,,
2582,05/25/15 04:00:00 PM,33.326,3100.0,,,,,
2583,05/25/15 06:00:00 PM,33.326,0.0,,,,,
2584,05/25/15 08:00:00 PM,31.166,0.0,,,,,
2585,05/25/15 10:00:00 PM,30.054,0.0,,,,,
2586,05/26/15 12:00:00 AM,28.853,0.0,,,,,
2587,05/26/15 02:00:00 AM,28.060,0.0,,,,,
2588,05/26/15 04:00:00 AM,27.272,0.0,,,,,
2589,05/26/15 06:00:00 AM,26.488,0.0,,,,,
2590,05/26/15 08:00:00 AM,26.195,0.0,,,,,
2591,05/26/15 10:00:00 AM,27.173,538.2,,,,,
2592,05/26/15 12:00:00 PM,30.154,8266.7,,,,,
2593,05/26/15 02:00:00 PM,32.086,43.1,,,,,
2594,05/26/15 04:00:00 PM,34.163,86.1,,,,,
2595,05/26/15 06:00:00 PM,33.848,0.0,,,,,
2596,05/26/15 08:00:00 PM,32.911,0.0,,,,,
2597,05/26/15 10:00:00 PM,31.574,0.0,,,,,
2598,05/27/15 12:00:00 AM,30.255,0.0,,,,,
2599,05/27/15 02:00:00 AM,29.152,0.0,,,,,
2600,05/27/15 04:00:00 AM,28.357,0.0,,,,,
2601,05/27/15 06:00:00 AM,27.567,0.0,,,,,
2602,05/27/15 08:00:00 AM,26.977,0.0,,,,,
2603,05/27/15 10:00:00 AM,27.272,53.8,,,,,
2604,05/27/15 12:00:00 PM,29.953,3444.5,,,,,
2605,05/27/15 02:00:00 PM,31.880,3788.9,,,,,
2606,05/27/15 04:00:00 PM,32.807,2669.5,,,,,
2607,05/27/15 06:00:00 PM,32.807,818.1,,,,,
2608,05/27/15 08:00:00 PM,31.472,0.0,,,,,
2609,05/27/15 10:00:00 PM,29.552,0.0,,,,,
2610,05/28/15 12:00:00 AM,28.357,0.0,,,,,
2611,05/28/15 02:00:00 AM,28.060,0.0,,,,,
2612,05/28/15 04:00:00 AM,27.567,0.0,,,,,
2613,05/28/15 06:00:00 AM,27.173,0.0,,,,,
2614,05/28/15 08:00:00 AM,26.781,43.1,,,,,
2615,05/28/15 10:00:00 AM,28.258,86.1,,,,,
2616,05/28/15 12:00:00 PM,30.255,258.3,,,,,
2617,05/28/15 02:00:00 PM,32.086,430.6,,,,,
2618,05/28/15 04:00:00 PM,33.743,538.2,,,,,
2619,05/28/15 06:00:00 PM,32.291,43.1,,,,,
2620,05/28/15 08:00:00 PM,30.862,0.0,,,,,
2621,05/28/15 10:00:00 PM,29.252,0.0,,,,,
2622,05/29/15 12:00:00 AM,28.258,0.0,,,,,
2623,05/29/15 02:00:00 AM,27.961,0.0,,,,,
2624,05/29/15 04:00:00 AM,27.370,0.0,,,,,
2625,05/29/15 06:00:00 AM,26.683,0.0,,,,,
2626,05/29/15 08:00:00 AM,26.390,64.6,,,,,
2627,05/29/15 10:00:00 AM,27.665,150.7,,,,,
2628,05/29/15 12:00:00 PM,30.255,129.2,,,,,
2629,05/29/15 02:00:00 PM,31.880,64.6,,,,,
2630,05/29/15 04:00:00 PM,32.807,139.9,,,,,
2631,05/29/15 06:00:00 PM,31.983,107.6,,,,,
2632,05/29/15 08:00:00 PM,30.356,0.0,,,,,
2633,05/29/15 10:00:00 PM,29.152,0.0,,,,,
2634,05/30/15 12:00:00 AM,28.060,0.0,,,,,
2635,05/30/15 02:00:00 AM,27.567,0.0,,,,,
2636,05/30/15 04:00:00 AM,27.173,0.0,,,,,
2637,05/30/15 06:00:00 AM,26.781,0.0,,,,,
2638,05/30/15 08:00:00 AM,26.488,0.0,,,,,
2639,05/30/15 10:00:00 AM,28.060,21.5,,,,,
2640,05/30/15 12:00:00 PM,30.255,258.3,,,,,
2641,05/30/15 02:00:00 PM,32.086,301.4,,,,,
2642,05/30/15 04:00:00 PM,32.911,86.1,,,,,
2643,05/30/15 06:00:00 PM,30.659,1463.9,,,,,
2644,05/30/15 08:00:00 PM,29.853,0.0,,,,,
2645,05/30/15 10:00:00 PM,27.961,0.0,,,,,
2646,05/31/15 12:00:00 AM,26.977,0.0,,,,,
2647,05/31/15 02:00:00 AM,26.195,0.0,,,,,
2648,05/31/15 04:00:00 AM,25.610,0.0,,,,,
2649,05/31/15 06:00:00 AM,24.931,0.0,,,,,
2650,05/31/15 08:00:00 AM,24.738,0.0,,,,,
2651,05/31/15 10:00:00 AM,25.513,4477.8,,,,,
2652,05/31/15 12:00:00 PM,27.468,2066.7,,,,,
2653,05/31/15 02:00:00 PM,29.452,3616.7,,,,,
2654,05/31/15 04:00:00 PM,29.953,1894.5,,,,,
2655,05/31/15 06:00:00 PM,28.853,0.0,,,,,
2656,05/31/15 08:00:00 PM,27.862,0.0,,,,,
2657,05/31/15 10:00:00 PM,25.708,0.0,,,,,
2658,06/01/15 12:00:00 AM,24.835,0.0,,,,,
2659,06/01/15 02:00:00 AM,24.158,0.0,,,,,
2660,06/01/15 04:00:00 AM,23.388,0.0,,,,,
2661,06/01/15 06:00:00 AM,22.812,0.0,,,,,
2662,06/01/15 08:00:00 AM,22.621,0.0,,,,,
2663,06/01/15 10:00:00 AM,22.621,0.0,,,,,
2664,06/01/15 12:00:00 PM,23.196,0.0,,,,,
2665,06/01/15 02:00:00 PM,24.062,0.0,,,,,
2666,06/01/15 04:00:00 PM,25.319,0.0,,,,,
2667,06/01/15 06:00:00 PM,25.513,0.0,,,,,
2668,06/01/15 08:00:00 PM,25.610,0.0,,,,,
2669,06/01/15 10:00:00 PM,25.319,0.0,,,,,
2670,06/02/15 12:00:00 AM,24.931,0.0,,,,,
2671,06/02/15 02:00:00 AM,24.641,0.0,,,,,
2672,06/02/15 04:00:00 AM,24.351,0.0,,,,,
2673,06/02/15 06:00:00 AM,24.062,0.0,,,,,
2674,06/02/15 08:00:00 AM,23.966,0.0,,,,,
2675,06/02/15 10:00:00 AM,24.448,0.0,,,,,
2676,06/02/15 12:00:00 PM,25.416,96.9,,,,,
2677,06/02/15 02:00:00 PM,26.488,172.2,,,,,
2678,06/02/15 04:00:00 PM,27.567,64.6,,,,,
2679,06/02/15 06:00:00 PM,27.862,0.0,,,,,
2680,06/02/15 08:00:00 PM,27.567,0.0,,,,,
2681,06/02/15 10:00:00 PM,26.977,0.0,,,,,
2682,06/03/15 12:00:00 AM,26.488,0.0,,,,,
2683,06/03/15 02:00:00 AM,26.000,0.0,,,,,
2684,06/03/15 04:00:00 AM,25.610,0.0,,,,,
2685,06/03/15 06:00:00 AM,25.319,0.0,,,,,
2686,06/03/15 08:00:00 AM,25.125,0.0,,,,,
2687,06/03/15 10:00:00 AM,25.902,0.0,,,,,
2688,06/03/15 12:00:00 PM,27.665,86.1,,,,,
2689,06/03/15 02:00:00 PM,29.152,53.8,,,,,
2690,06/03/15 04:00:00 PM,28.853,0.0,,,,,
2691,06/03/15 06:00:00 PM,28.357,0.0,,,,,
2692,06/03/15 08:00:00 PM,27.764,0.0,,,,,
2693,06/03/15 10:00:00 PM,27.272,0.0,,,,,
2694,06/04/15 12:00:00 AM,26.781,0.0,,,,,
2695,06/04/15 02:00:00 AM,26.390,0.0,,,,,
2696,06/04/15 04:00:00 AM,26.097,0.0,,,,,
2697,06/04/15 06:00:00 AM,25.805,0.0,,,,,
2698,06/04/15 08:00:00 AM,25.610,0.0,,,,,
2699,06/04/15 10:00:00 AM,26.390,43.1,,,,,
2700,06/04/15 12:00:00 PM,28.655,0.0,,,,,
2701,06/04/15 02:00:00 PM,29.953,0.0,,,,,
2702,06/04/15 04:00:00 PM,30.760,0.0,,,,,
2703,06/04/15 06:00:00 PM,30.356,559.7,,,,,
2704,06/04/15 08:00:00 PM,29.953,0.0,,,,,
2705,06/04/15 10:00:00 PM,28.754,0.0,,,,,
2706,06/05/15 12:00:00 AM,27.961,0.0,,,,,
2707,06/05/15 02:00:00 AM,27.272,0.0,,,,,
2708,06/05/15 04:00:00 AM,26.390,0.0,,,,,
2709,06/05/15 06:00:00 AM,25.902,0.0,,,,,
2710,06/05/15 08:00:00 AM,25.708,1722.2,,,,,
2711,06/05/15 10:00:00 AM,26.879,2066.7,,,,,
2712,06/05/15 12:00:00 PM,29.652,26178.0,,,,,
2713,06/05/15 02:00:00 PM,30.963,7233.4,,,,,
2714,06/05/15 04:00:00 PM,32.188,4650.0,,,,,
2715,06/05/15 06:00:00 PM,30.457,785.8,,,,,
2716,06/05/15 08:00:00 PM,29.252,0.0,,,,,
2717,06/05/15 10:00:00 PM,28.655,0.0,,,,,
2718,06/06/15 12:00:00 AM,27.862,0.0,,,,,
2719,06/06/15 02:00:00 AM,26.879,0.0,,,,,
2720,06/06/15 04:00:00 AM,26.488,0.0,,,,,
2721,06/06/15 06:00:00 AM,26.000,0.0,,,,,
2722,06/06/15 08:00:00 AM,25.902,1636.1,,,,,
2723,06/06/15 10:00:00 AM,27.272,1463.9,,,,,
2724,06/06/15 12:00:00 PM,29.452,4650.0,,,,,
2725,06/06/15 02:00:00 PM,30.963,13089.0,,,,,
2726,06/06/15 04:00:00 PM,32.291,13089.0,,,,,
2727,06/06/15 06:00:00 PM,30.659,2066.7,,,,,
2728,06/06/15 08:00:00 PM,29.452,0.0,,,,,
2729,06/06/15 10:00:00 PM,28.258,0.0,,,,,
2730,06/07/15 12:00:00 AM,27.665,0.0,,,,,
2731,06/07/15 02:00:00 AM,27.272,0.0,,,,,
2732,06/07/15 04:00:00 AM,26.683,0.0,,,,,
2733,06/07/15 06:00:00 AM,26.097,0.0,,,,,
2734,06/07/15 08:00:00 AM,26.097,2755.6,,,,,
2735,06/07/15 10:00:00 AM,27.862,14466.8,,,,,
2736,06/07/15 12:00:00 PM,29.452,20666.8,,,,,
2737,06/07/15 02:00:00 PM,30.255,4650.0,,,,,
2738,06/07/15 04:00:00 PM,31.574,1722.2,,,,,
2739,06/07/15 06:00:00 PM,30.862,1313.2,,,,,
2740,06/07/15 08:00:00 PM,29.452,0.0,,,,,
2741,06/07/15 10:00:00 PM,28.754,0.0,,,,,
2742,06/08/15 12:00:00 AM,27.665,0.0,,,,,
2743,06/08/15 02:00:00 AM,27.370,0.0,,,,,
2744,06/08/15 04:00:00 AM,26.879,0.0,,,,,
2745,06/08/15 06:00:00 AM,26.292,0.0,,,,,
2746,06/08/15 08:00:00 AM,26.097,1722.2,,,,,
2747,06/08/15 10:00:00 AM,27.272,5166.7,,,,,
2748,06/08/15 12:00:00 PM,29.953,9300.1,,,,,
2749,06/08/15 02:00:00 PM,31.064,3788.9,,,,,
2750,06/08/15 04:00:00 PM,31.064,990.3,,,,,
2751,06/08/15 06:00:00 PM,30.255,1894.5,,,,,
2752,06/08/15 08:00:00 PM,29.352,0.0,,,,,
2753,06/08/15 10:00:00 PM,28.754,0.0,,,,,
2754,06/09/15 12:00:00 AM,27.961,0.0,,,,,
2755,06/09/15 02:00:00 AM,26.977,0.0,,,,,
2756,06/09/15 04:00:00 AM,26.097,0.0,,,,,
2757,06/09/15 06:00:00 AM,25.708,0.0,,,,,
2758,06/09/15 08:00:00 AM,25.708,1980.6,,,,,
2759,06/09/15 10:00:00 AM,26.097,1636.1,,,,,
2760,06/09/15 12:00:00 PM,27.370,5166.7,,,,,
2761,06/09/15 02:00:00 PM,28.655,3616.7,,,,,
2762,06/09/15 04:00:00 PM,29.953,3616.7,,,,,
2763,06/09/15 06:00:00 PM,29.853,1463.9,,,,,
2764,06/09/15 08:00:00 PM,29.152,0.0,,,,,
2765,06/09/15 10:00:00 PM,28.258,0.0,,,,,
2766,06/10/15 12:00:00 AM,27.075,0.0,,,,,
2767,06/10/15 02:00:00 AM,26.097,0.0,,,,,
2768,06/10/15 04:00:00 AM,25.513,0.0,,,,,
2769,06/10/15 06:00:00 AM,25.222,0.0,,,,,
2770,06/10/15 08:00:00 AM,24.931,21.5,,,,,
2771,06/10/15 10:00:00 AM,25.610,1313.2,,,,,
2772,06/10/15 12:00:00 PM,26.977,4650.0,,,,,
2773,06/10/15 02:00:00 PM,28.853,5166.7,,,,,
2774,06/10/15 04:00:00 PM,30.054,172.2,,,,,
2775,06/10/15 06:00:00 PM,30.054,1722.2,,,,,
2776,06/10/15 08:00:00 PM,29.652,0.0,,,,,
2777,06/10/15 10:00:00 PM,29.053,0.0,,,,,
2778,06/11/15 12:00:00 AM,28.456,0.0,,,,,
2779,06/11/15 02:00:00 AM,28.060,0.0,,,,,
2780,06/11/15 04:00:00 AM,27.567,0.0,,,,,
2781,06/11/15 06:00:00 AM,26.879,0.0,,,,,
2782,06/11/15 08:00:00 AM,26.683,1636.1,,,,,
2783,06/11/15 10:00:00 AM,28.060,2238.9,,,,,
2784,06/11/15 12:00:00 PM,30.457,10677.8,,,,,
2785,06/11/15 02:00:00 PM,31.472,1636.1,,,,,
2786,06/11/15 04:00:00 PM,32.497,559.7,,,,,
2787,06/11/15 06:00:00 PM,31.268,0.0,,,,,
2788,06/11/15 08:00:00 PM,29.652,0.0,,,,,
2789,06/11/15 10:00:00 PM,28.357,0.0,,,,,
2790,06/12/15 12:00:00 AM,27.370,0.0,,,,,
2791,06/12/15 02:00:00 AM,26.879,0.0,,,,,
2792,06/12/15 04:00:00 AM,26.097,0.0,,,,,
2793,06/12/15 06:00:00 AM,25.222,0.0,,,,,
2794,06/12/15 08:00:00 AM,24.931,1173.3,,,,,
2795,06/12/15 10:00:00 AM,25.902,8266.7,,,,,
2796,06/12/15 12:00:00 PM,27.764,688.9,,,,,
2797,06/12/15 02:00:00 PM,28.754,5166.7,,,,,
2798,06/12/15 04:00:00 PM,29.652,2927.8,,,,,
2799,06/12/15 06:00:00 PM,29.552,796.5,,,,,
2800,06/12/15 08:00:00 PM,29.053,0.0,,,,,
2801,06/12/15 10:00:00 PM,28.655,0.0,,,,,
2802,06/13/15 12:00:00 AM,28.060,0.0,,,,,
2803,06/13/15 02:00:00 AM,27.665,0.0,,,,,
2804,06/13/15 04:00:00 AM,27.272,0.0,,,,,
2805,06/13/15 06:00:00 AM,26.977,0.0,,,,,
2806,06/13/15 08:00:00 AM,26.683,0.0,,,,,
2807,06/13/15 10:00:00 AM,27.075,3444.5,,,,,
2808,06/13/15 12:00:00 PM,28.853,4133.4,,,,,
2809,06/13/15 02:00:00 PM,29.252,344.4,,,,,
2810,06/13/15 04:00:00 PM,29.953,3100.0,,,,,
2811,06/13/15 06:00:00 PM,30.255,64.6,,,,,
2812,06/13/15 08:00:00 PM,29.853,0.0,,,,,
2813,06/13/15 10:00:00 PM,29.252,0.0,,,,,
2814,06/14/15 12:00:00 AM,28.853,0.0,,,,,
2815,06/14/15 02:00:00 AM,28.456,0.0,,,,,
2816,06/14/15 04:00:00 AM,27.862,0.0,,,,,
2817,06/14/15 06:00:00 AM,27.468,0.0,,,,,
2818,06/14/15 08:00:00 AM,27.272,581.3,,,,,
2819,06/14/15 10:00:00 AM,28.655,4133.4,,,,,
2820,06/14/15 12:00:00 PM,30.054,3444.5,,,,,
2821,06/14/15 02:00:00 PM,30.862,2755.6,,,,,
2822,06/14/15 04:00:00 PM,31.064,2325.0,,,,,
2823,06/14/15 06:00:00 PM,30.760,0.0,,,,,
2824,06/14/15 08:00:00 PM,30.054,0.0,,,,,
2825,06/14/15 10:00:00 PM,29.352,0.0,,,,,
2826,06/15/15 12:00:00 AM,28.853,0.0,,,,,
2827,06/15/15 02:00:00 AM,28.456,0.0,,,,,
2828,06/15/15 04:00:00 AM,28.060,0.0,,,,,
2829,06/15/15 06:00:00 AM,27.665,0.0,,,,,
2830,06/15/15 08:00:00 AM,27.370,570.5,,,,,
2831,06/15/15 10:00:00 AM,27.961,1463.9,,,,,
2832,06/15/15 12:00:00 PM,29.053,2755.6,,,,,
2833,06/15/15 02:00:00 PM,30.760,3100.0,,,,,
2834,06/15/15 04:00:00 PM,31.472,53.8,,,,,
2835,06/15/15 06:00:00 PM,31.472,0.0,,,,,
2836,06/15/15 08:00:00 PM,30.760,0.0,,,,,
2837,06/15/15 10:00:00 PM,29.452,0.0,,,,,
2838,06/16/15 12:00:00 AM,28.357,0.0,,,,,
2839,06/16/15 02:00:00 AM,27.370,0.0,,,,,
2840,06/16/15 04:00:00 AM,26.781,0.0,,,,,
2841,06/16/15 06:00:00 AM,26.292,0.0,,,,,
2842,06/16/15 08:00:00 AM,26.097,1550.0,,,,,
2843,06/16/15 10:00:00 AM,26.879,2152.8,,,,,
2844,06/16/15 12:00:00 PM,29.652,3788.9,,,,,
2845,06/16/15 02:00:00 PM,30.558,6200.0,,,,,
2846,06/16/15 04:00:00 PM,31.574,215.3,,,,,
2847,06/16/15 06:00:00 PM,31.064,624.3,,,,,
2848,06/16/15 08:00:00 PM,30.862,0.0,,,,,
2849,06/16/15 10:00:00 PM,29.652,0.0,,,,,
2850,06/17/15 12:00:00 AM,28.655,0.0,,,,,
2851,06/17/15 02:00:00 AM,28.060,0.0,,,,,
2852,06/17/15 04:00:00 AM,27.468,0.0,,,,,
2853,06/17/15 06:00:00 AM,26.977,0.0,,,,,
2854,06/17/15 08:00:00 AM,26.879,1248.6,,,,,
2855,06/17/15 10:00:00 AM,28.456,5166.7,,,,,
2856,06/17/15 12:00:00 PM,30.255,4650.0,,,,,
2857,06/17/15 02:00:00 PM,31.166,4650.0,,,,,
2858,06/17/15 04:00:00 PM,31.778,2497.2,,,,,
2859,06/17/15 06:00:00 PM,31.064,710.4,,,,,
2860,06/17/15 08:00:00 PM,30.558,0.0,,,,,
2861,06/17/15 10:00:00 PM,30.054,0.0,,,,,
2862,06/18/15 12:00:00 AM,29.152,0.0,,,,,
2863,06/18/15 02:00:00 AM,28.060,0.0,,,,,
2864,06/18/15 04:00:00 AM,27.173,0.0,,,,,
2865,06/18/15 06:00:00 AM,26.488,0.0,,,,,
2866,06/18/15 08:00:00 AM,26.292,861.1,,,,,
2867,06/18/15 10:00:00 AM,27.567,2755.6,,,,,
2868,06/18/15 12:00:00 PM,29.652,2325.0,,,,,
2869,06/18/15 02:00:00 PM,30.963,1550.0,,,,,
2870,06/18/15 04:00:00 PM,31.472,3100.0,,,,,
2871,06/18/15 06:00:00 PM,30.457,1463.9,,,,,
2872,06/18/15 08:00:00 PM,29.252,0.0,,,,,
2873,06/18/15 10:00:00 PM,26.977,0.0,,,,,
2874,06/19/15 12:00:00 AM,26.097,0.0,,,,,
2875,06/19/15 02:00:00 AM,25.708,0.0,,,,,
2876,06/19/15 04:00:00 AM,25.610,0.0,,,,,
2877,06/19/15 06:00:00 AM,25.610,0.0,,,,,
2878,06/19/15 08:00:00 AM,25.708,1302.4,,,,,
2879,06/19/15 10:00:00 AM,26.683,0.0,,,,,
2880,06/19/15 12:00:00 PM,28.456,1808.3,,,,,
2881,06/19/15 02:00:00 PM,31.268,6544.5,,,,,
2882,06/19/15 04:00:00 PM,31.676,387.5,,,,,
2883,06/19/15 06:00:00 PM,31.064,193.8,,,,,
2884,06/19/15 08:00:00 PM,28.953,0.0,,,,,
2885,06/19/15 10:00:00 PM,27.862,0.0,,,,,
2886,06/20/15 12:00:00 AM,27.272,0.0,,,,,
2887,06/20/15 02:00:00 AM,27.075,0.0,,,,,
2888,06/20/15 04:00:00 AM,26.683,0.0,,,,,
2889,06/20/15 06:00:00 AM,26.390,0.0,,,,,
2890,06/20/15 08:00:00 AM,26.390,688.9,,,,,
2891,06/20/15 10:00:00 AM,27.075,1636.1,,,,,
2892,06/20/15 12:00:00 PM,30.154,7233.4,,,,,
2893,06/20/15 02:00:00 PM,32.497,3788.9,,,,,
2894,06/20/15 04:00:00 PM,33.118,484.4,,,,,
2895,06/20/15 06:00:00 PM,31.268,0.0,,,,,
